message_id,text,intent_label,sentiment,urgency_level,classification_confidence,channel,language,word_count,response_time_hours,is_resolved,csat_score,processed_text,sentiment_scores,sentiment_compound,sentiment_label
MSG-1306,Do you offer a student discount on Smart Thermostat?,inquiry,neutral,medium,0.87,email,es,9,5.2,True,5.0,do you offer a student discount on smart thermostat,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.4019}",0.4019,Positive
MSG-1307,Apply the promo code SAVE16 to my TabletX 12 order.,request,neutral,high,0.776,email,es,10,50.0,False,,apply the promo code save16 to my tabletx 12 order,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1308,Apply the promo code SAVE45 to my Smart Thermostat order.,request,neutral,medium,0.946,email,pt,10,8.3,False,,apply the promo code save45 to my smart thermostat order,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4019}",0.4019,Positive
MSG-1309,The new AirBuds Max update is fantastic. Love the improvements.,feedback_positive,positive,low,0.928,email,pt,10,27.3,True,5.0,the new airbuds max update be fantastic love the improvement,"{'neg': 0.0, 'neu': 0.409, 'pos': 0.591, 'compound': 0.8779}",0.8779,Positive
MSG-1310,Your FitBand Ultra broke after just 58 days of use. Totally unacceptable.,complaint,negative,high,0.863,live_chat,ar,12,28.1,False,,your fitband ultra break after just 58 day of use totally unacceptable,"{'neg': 0.379, 'neu': 0.621, 'pos': 0.0, 'compound': -0.7264}",-0.7264,Negative
MSG-1311,Is the VR Headset Plus available in Space Gray?,inquiry,neutral,low,0.877,social_media,en,9,44.1,False,,be the vr headset plus available in space gray,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1312,Do you offer a student discount on SmartWatch Pro?,inquiry,neutral,low,0.784,social_media,en,9,50.6,False,,do you offer a student discount on smartwatch pro,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1313,Your SecureNet VPN app makes managing my TabletX 12 so easy.,feedback_positive,positive,low,0.824,live_chat,de,11,66.6,True,5.0,your securenet vpn app make manage my tabletx 12 so easy,"{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.5777}",0.5777,Positive
MSG-1314,Do you offer a student discount on Robot Vacuum X?,inquiry,neutral,low,0.983,phone,fr,10,9.9,True,5.0,do you offer a student discount on robot vacuum x,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1315,Apply the promo code SAVE12 to my Portable Monitor order.,request,neutral,medium,0.816,phone,fr,10,13.5,True,5.0,apply the promo code save12 to my portable monitor order,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1316,How do I track my CloudCam 360 order placed 37 days ago?,inquiry,neutral,low,0.751,phone,es,12,34.7,True,4.0,how do I track my cloudcam 360 order place 37 day ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1317,My LaptopAir M3 battery drains in 34 hours even in standby mode.,technical_issue,negative,high,0.905,phone,en,12,38.9,True,3.0,my laptopair m3 battery drain in 34 hour even in standby mode,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1318,Your CloudSync has been down for 30 hours and I can't access my account.,complaint,negative,high,0.815,social_media,fr,14,70.4,True,2.0,your cloudsync have be down for 30 hour and I can not access my account,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1319,Can you tell me if the E-Reader Glow is compatible with GamePass Pro?,inquiry,neutral,low,0.766,phone,pt,13,3.8,True,3.0,can you tell I if the ereader glow be compatible with gamepass pro,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1320,Been a loyal customer for 5 years. AirBuds Max quality never disappoints.,feedback_positive,positive,low,0.794,in_app,en,12,18.6,True,4.0,be a loyal customer for 5 year airbuds max quality never disappoint,"{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.6467}",0.6467,Positive
MSG-1321,Can't connect my Portable Monitor to WiFi after the latest firmware update.,technical_issue,negative,high,0.769,live_chat,ar,12,38.0,True,2.0,can not connect my portable monitor to wifi after the late firmware update,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1322,I was charged $437.00 twice for the same DroneFlyer Mini. Fix this immediately.,complaint,negative,high,0.777,phone,en,13,52.9,True,1.0,I be charge 43700 twice for the same droneflyer mini fix this immediately,"{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.2023}",-0.2023,Negative
MSG-1323,Your StreamMax team was incredibly helpful with my SmartWatch Pro setup.,feedback_positive,positive,low,0.823,in_app,en,11,50.8,True,5.0,your streammax team be incredibly helpful with my smartwatch pro setup,"{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.4754}",0.4754,Positive
MSG-1324,The SmartLock V2 exceeded my expectations. Great value for $964.00.,feedback_positive,positive,low,0.904,social_media,de,10,3.0,True,5.0,the smartlock v2 exceed my expectation great value for 96400,"{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.7579}",0.7579,Positive
MSG-1325,Apply the promo code SAVE18 to my Portable Monitor order.,request,neutral,medium,0.844,in_app,fr,10,48.7,True,4.0,apply the promo code save18 to my portable monitor order,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1326,StreamMax integration with VR Headset Plus stopped working yesterday.,technical_issue,negative,high,0.862,phone,en,9,49.4,True,2.0,streammax integration with vr headset plus stop work yesterday,"{'neg': 0.192, 'neu': 0.808, 'pos': 0.0, 'compound': -0.2263}",-0.2263,Negative
MSG-1327,The Midnight Black FitBand Ultra looks even better in person. Highly recommend.,feedback_positive,positive,low,0.892,live_chat,pt,12,51.0,True,4.0,the midnight black fitband ultra look even well in person highly recommend,"{'neg': 0.0, 'neu': 0.637, 'pos': 0.363, 'compound': 0.6901}",0.6901,Positive
MSG-1328,Terrible customer experience. Waited 52 minutes on hold about my HomeHub Speaker.,complaint,negative,medium,0.898,social_media,ar,12,5.5,False,,terrible customer experience wait 52 minute on hold about my homehub speaker,"{'neg': 0.22, 'neu': 0.78, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative
MSG-1329,Your FitTrack AI app makes managing my E-Reader Glow so easy.,feedback_positive,positive,low,0.81,phone,fr,11,4.4,True,5.0,your fittrack ai app make manage my ereader glow so easy,"{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.5777}",0.5777,Positive
MSG-1330,What's the warranty period for the AirBuds Max?,inquiry,neutral,medium,0.866,email,en,8,31.1,True,5.0,what s the warranty period for the airbuds max,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1331,Your TechCare Plus team was incredibly helpful with my SmartWatch Pro setup.,feedback_positive,positive,low,0.896,phone,en,12,0.2,True,4.0,your techcare plus team be incredibly helpful with my smartwatch pro setup,"{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.4754}",0.4754,Positive
MSG-1332,Please send me a replacement HomeHub Speaker in Sunset Orange.,request,neutral,high,0.948,phone,fr,10,56.2,True,4.0,please send I a replacement homehub speaker in sunset orange,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.3182}",0.3182,Positive
MSG-1333,The quality of E-Reader Glow has gone downhill. Very disappointed.,complaint,negative,high,0.735,social_media,fr,10,71.8,True,2.0,the quality of ereader glow have go downhill very disappointed,"{'neg': 0.274, 'neu': 0.726, 'pos': 0.0, 'compound': -0.5256}",-0.5256,Negative
MSG-1334,PhotoCloud integration with AirBuds Max stopped working yesterday.,technical_issue,negative,high,0.801,phone,en,8,28.1,True,2.0,photocloud integration with airbuds max stop work yesterday,"{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.2263}",-0.2263,Negative
MSG-1335,Please refund the $51.00 charged for Portable Monitor order #13324.,request,neutral,medium,0.852,in_app,en,10,4.6,True,5.0,please refund the 5100 charge for portable monitor order 13324,"{'neg': 0.149, 'neu': 0.661, 'pos': 0.19, 'compound': 0.128}",0.128,Positive
MSG-1336,Bluetooth pairing fails between SmartWatch Pro and my other devices.,technical_issue,negative,high,0.844,live_chat,de,10,48.9,True,3.0,bluetooth pair fail between smartwatch pro and my other devices,"{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.4215}",-0.4215,Negative
MSG-1337,What's the return policy for SmartWatch Pro purchased 42 days ago?,inquiry,neutral,low,0.724,live_chat,en,11,45.6,True,3.0,what s the return policy for smartwatch pro purchase 42 day ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1338,Apply the promo code SAVE53 to my HomeHub Speaker order.,request,neutral,high,0.78,in_app,pt,10,57.9,False,,apply the promo code save53 to my homehub speaker order,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1339,Your TechCare Plus app makes managing my PowerBank Titan so easy.,feedback_positive,positive,low,0.811,in_app,en,11,8.8,True,5.0,your techcare plus app make manage my powerbank titan so easy,"{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.5777}",0.5777,Positive
MSG-1340,I need to change the shipping address for my E-Reader Glow order.,request,neutral,medium,0.934,live_chat,en,12,45.6,False,,I need to change the shipping address for my ereader glow order,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1341,Can you tell me if the Portable Monitor is compatible with PhotoCloud?,inquiry,neutral,low,0.832,in_app,en,12,58.2,False,,can you tell I if the portable monitor be compatible with photocloud,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1342,Is the HomeHub Speaker available in Silver?,inquiry,neutral,low,0.769,email,pt,7,36.0,True,4.0,be the homehub speaker available in silver,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1343,Your MusicStream app makes managing my SmartWatch Pro so easy.,feedback_positive,positive,low,0.857,social_media,de,10,33.5,True,5.0,your musicstream app make manage my smartwatch pro so easy,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.5777}",0.5777,Positive
MSG-1344,Absolutely love my new FitBand Ultra! Best purchase I've made in 44 months.,feedback_positive,positive,low,0.735,live_chat,en,13,26.3,True,5.0,absolutely love my new fitband ultra good purchase I ve make in 44 month,"{'neg': 0.0, 'neu': 0.55, 'pos': 0.45, 'compound': 0.8746}",0.8746,Positive
MSG-1345,Please send me a replacement PowerBank Titan in Lavender Purple.,request,neutral,medium,0.851,live_chat,en,10,8.4,True,5.0,please send I a replacement powerbank titan in lavender purple,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.3182}",0.3182,Positive
MSG-1346,GPS accuracy on my PowerBank Titan is off by 48 meters.,technical_issue,negative,high,0.746,social_media,en,11,53.1,True,3.0,gps accuracy on my powerbank titan be off by 48 meter,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1347,What's the return policy for LaptopAir M3 purchased 4 days ago?,inquiry,neutral,low,0.768,in_app,ar,11,27.0,False,,what s the return policy for laptopair m3 purchase 4 day ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1348,What payment methods do you accept for CloudCam 360?,inquiry,neutral,medium,0.95,live_chat,en,9,33.1,True,4.0,what payment method do you accept for cloudcam 360,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.3818}",0.3818,Positive
MSG-1349,Do you offer a student discount on DroneFlyer Mini?,inquiry,neutral,low,0.951,email,fr,9,35.3,True,5.0,do you offer a student discount on droneflyer mini,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1350,Please send me a replacement SmartWatch Pro in Rose Gold.,request,neutral,medium,0.967,in_app,en,10,64.7,False,,please send I a replacement smartwatch pro in rose gold,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.3182}",0.3182,Positive
MSG-1351,I've been waiting 28 days for my LaptopAir M3 and it still hasn't arrived.,complaint,negative,high,0.854,email,ar,14,6.1,True,3.0,I ve be wait 28 day for my laptopair m3 and it still have not arrive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1352,How long does shipping take for the PowerBank Titan to New York?,inquiry,neutral,low,0.91,social_media,en,12,61.8,True,5.0,how long do shipping take for the powerbank titan to new york,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1353,I need to change the shipping address for my Robot Vacuum X order.,request,neutral,high,0.824,email,en,13,49.8,True,4.0,I need to change the shipping address for my robot vacuum x order,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1354,Please send me a replacement E-Reader Glow in Silver.,request,neutral,medium,0.919,in_app,es,9,4.0,True,3.0,please send I a replacement ereader glow in silver,"{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.3182}",0.3182,Positive
MSG-1355,The quality of PowerBank Titan has gone downhill. Very disappointed.,complaint,negative,high,0.871,in_app,en,10,55.7,True,2.0,the quality of powerbank titan have go downhill very disappointed,"{'neg': 0.274, 'neu': 0.726, 'pos': 0.0, 'compound': -0.5256}",-0.5256,Negative
MSG-1356,How do I track my AirBuds Max order placed 56 days ago?,inquiry,neutral,medium,0.856,social_media,en,12,30.5,True,3.0,how do I track my airbuds max order place 56 day ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1357,Fastest delivery ever! Got my LaptopAir M3 in just 34 days.,feedback_positive,positive,low,0.963,in_app,de,11,32.6,True,5.0,fast delivery ever get my laptopair m3 in just 34 day,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1358,The Portable Monitor I received is completely different from what was advertised.,complaint,negative,high,0.795,email,en,12,50.2,False,,the portable monitor I receive be completely different from what be advertise,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1359,Is the SmartLock V2 available in Space Gray?,inquiry,neutral,medium,0.84,social_media,fr,8,46.5,True,4.0,be the smartlock v2 available in space gray,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1360,I've been waiting 42 days for my Robot Vacuum X and it still hasn't arrived.,complaint,negative,medium,0.88,social_media,ar,15,50.2,False,,I ve be wait 42 day for my robot vacuum x and it still have not arrive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1361,Please send me a replacement DroneFlyer Mini in Space Gray.,request,neutral,high,0.928,social_media,en,10,3.5,True,4.0,please send I a replacement droneflyer mini in space gray,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.3182}",0.3182,Positive
MSG-1362,I need to change the shipping address for my DroneFlyer Mini order.,request,neutral,medium,0.752,live_chat,en,12,71.6,True,5.0,I need to change the shipping address for my droneflyer mini order,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1363,Fastest delivery ever! Got my HomeHub Speaker in just 46 days.,feedback_positive,positive,low,0.866,social_media,ar,11,11.8,True,5.0,fast delivery ever get my homehub speaker in just 46 day,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1364,I've been waiting 30 days for my TabletX 12 and it still hasn't arrived.,complaint,negative,high,0.809,in_app,de,14,50.8,False,,I ve be wait 30 day for my tabletx 12 and it still have not arrive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1365,Great customer support experience regarding my VR Headset Plus. Issue resolved in 47 minutes.,feedback_positive,positive,low,0.963,email,ar,14,10.1,True,4.0,great customer support experience regard my vr headset plus issue resolve in 47 minute,"{'neg': 0.0, 'neu': 0.564, 'pos': 0.436, 'compound': 0.8176}",0.8176,Positive
MSG-1366,Absolutely love my new TabletX 12! Best purchase I've made in 29 months.,feedback_positive,positive,low,0.878,in_app,en,13,16.1,True,5.0,absolutely love my new tabletx 12 good purchase I ve make in 29 month,"{'neg': 0.0, 'neu': 0.55, 'pos': 0.45, 'compound': 0.8746}",0.8746,Positive
MSG-1367,Can you tell me if the AirBuds Max is compatible with MusicStream?,inquiry,neutral,medium,0.806,live_chat,ar,12,43.6,True,4.0,can you tell I if the airbuds max be compatible with musicstream,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1368,I need to change the shipping address for my E-Reader Glow order.,request,neutral,high,0.984,social_media,en,12,63.0,True,4.0,I need to change the shipping address for my ereader glow order,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1369,Delete my account and all associated PhotoCloud data.,request,neutral,medium,0.743,in_app,pt,8,15.0,False,,delete my account and all associate photocloud datum,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1370,GamePass Pro integration with AirBuds Max stopped working yesterday.,technical_issue,negative,high,0.87,phone,en,9,51.2,True,2.0,gamepass pro integration with airbuds max stop work yesterday,"{'neg': 0.192, 'neu': 0.808, 'pos': 0.0, 'compound': -0.2263}",-0.2263,Negative
MSG-1371,Can I upgrade my MusicStream plan to include CloudCam 360?,inquiry,neutral,medium,0.92,phone,de,10,16.2,True,4.0,can I upgrade my musicstream plan to include cloudcam 360,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1372,The Arctic White VR Headset Plus looks even better in person. Highly recommend.,feedback_positive,positive,low,0.728,phone,en,13,55.1,True,5.0,the arctic white vr headset plus look even well in person highly recommend,"{'neg': 0.0, 'neu': 0.659, 'pos': 0.341, 'compound': 0.6901}",0.6901,Positive
MSG-1373,Terrible customer experience. Waited 31 minutes on hold about my E-Reader Glow.,complaint,negative,high,0.821,phone,en,12,52.8,True,2.0,terrible customer experience wait 31 minute on hold about my ereader glow,"{'neg': 0.22, 'neu': 0.78, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative
